userid,age,gender,tenure,friend_count,friendships_initiated,likes,likes_received,engagement_score,user_category,primary_platform
1963699,18,female,445.0,1921,858,8719,584,0.23011714806836014,Medium Engagement,Mobile
1708796,21,female,561.0,2247,1848,0,1,0.23010510717585816,Medium Engagement,None
1476056,17,female,1150.0,2581,587,1549,4415,0.23007018982995778,Medium Engagement,Both
1009782,18,female,270.0,3160,1165,0,18,0.22961310694195167,Medium Engagement,None
2090566,56,female,1474.0,1401,777,5710,6290,0.22937645305397805,Medium Engagement,Web
1256153,18,female,21.0,1968,1720,4401,13412,0.2292761595679856,Medium Engagement,Mobile
1918548,89,female,1536.0,2025,946,854,676,0.2292085973717582,Medium Engagement,Mobile
1546204,31,female,937.0,2298,1045,1870,2241,0.22851672242076396,Medium Engagement,Both
1604966,56,male,1807.0,2092,712,120,431,0.2282339006288251,Medium Engagement,Mobile
1657039,15,female,1071.0,2111,860,3025,5183,0.22794708358103077,Medium Engagement,Web
2137946,64,male,1762.0,2025,834,76,31,0.22791244198575866,Medium Engagement,Both
2047056,19,female,553.0,3014,584,1949,6011,0.22779375422320466,Medium Engagement,Mobile
2107126,20,female,1345.0,2623,593,69,758,0.22722301708831938,Medium Engagement,Mobile
1116336,16,male,506.0,3561,260,1066,1136,0.22692293899031424,Medium Engagement,Mobile
1593513,16,female,426.0,3282,426,1872,5435,0.22665472406090822,Medium Engagement,Web
1253931,36,male,1746.0,1759,1005,569,1045,0.22659573097386626,Medium Engagement,Mobile
1314660,18,female,535.0,2597,1052,1927,3924,0.22657111858315362,Medium Engagement,Mobile
2146524,20,male,688.0,2596,1127,804,1259,0.22646638054806534,Medium Engagement,Web
2135122,108,male,3139.0,1343,167,18,14,0.22641421328359232,Medium Engagement,Web
1768936,19,female,486.0,3080,944,99,486,0.22635312809511202,Medium Engagement,Mobile
1066708,62,female,2207.0,1528,864,169,96,0.22617685892573647,Medium Engagement,Web
1500599,17,male,561.0,2347,1411,1353,1636,0.22612066042978088,Medium Engagement,Both
1950549,38,female,2244.0,1291,250,4831,3610,0.22609821614774556,Medium Engagement,Mobile
1587481,87,male,1621.0,1759,1153,437,198,0.22606546352083928,Medium Engagement,Mobile
1249387,18,male,1278.0,2133,702,2075,8095,0.22599382064560208,Medium Engagement,Mobile
1650359,18,female,562.0,2554,1429,11,123,0.22570199980575908,Medium Engagement,Mobile
1673475,21,female,463.0,3345,680,30,354,0.22531934764412692,Medium Engagement,Mobile
1800069,15,female,1673.0,1871,835,1029,2375,0.2252724359896222,Medium Engagement,Both
2048904,18,male,1328.0,1738,1181,2013,535,0.2251594283785172,Medium Engagement,Both
1038541,17,female,757.0,2600,1148,165,183,0.22506694839917604,Medium Engagement,Both
1590957,23,female,1231.0,2604,543,679,3020,0.22498789066966002,Medium Engagement,Mobile
1303068,18,female,1678.0,1977,769,832,690,0.2248496866163141,Medium Engagement,Mobile
2187614,15,female,614.0,2907,866,667,528,0.2244760269099099,Medium Engagement,Mobile
1648605,86,female,1469.0,2665,387,0,146,0.2243210601703053,Medium Engagement,None
1341044,24,female,1448.0,2436,650,2,16,0.22429790565693553,Medium Engagement,Mobile
1556932,22,female,172.0,3055,715,2636,6993,0.22421540516255917,Medium Engagement,Web
1006742,103,male,1487.0,1979,977,673,164,0.22419361177793207,Medium Engagement,Mobile
1885919,71,male,824.0,3090,567,42,184,0.22413238109032743,Medium Engagement,Web
1785442,37,female,270.0,3676,124,1222,11443,0.2240563012940344,Medium Engagement,Mobile
1480607,17,female,786.0,2253,1355,670,1743,0.22403836085245177,Medium Engagement,Mobile
1674338,26,male,855.0,1824,1349,3101,590,0.22373969137448435,Medium Engagement,Mobile
1680037,19,male,655.0,2066,1734,350,1233,0.2236344754265721,Medium Engagement,Web
2124873,100,female,1495.0,2493,527,8,34,0.22356369741776144,Medium Engagement,Mobile
1601778,100,male,3139.0,1069,373,137,63,0.22342732969279105,Medium Engagement,Both
1640120,17,female,1084.0,2011,1040,2104,3277,0.2233824893489602,Medium Engagement,Both
1479326,68,male,1555.0,2102,867,37,19,0.2232038288650917,Medium Engagement,Mobile
1050760,17,female,655.0,2722,1008,313,3144,0.2230774576950813,Medium Engagement,Mobile
1684159,17,female,120.0,3504,782,147,373,0.22287231316960288,Medium Engagement,Mobile
1045456,22,female,1184.0,2223,1050,280,630,0.22285517937965607,Medium Engagement,Mobile
1709355,108,male,1085.0,2060,1365,55,35,0.22280196486081186,Medium Engagement,Mobile
1089611,19,female,1090.0,1881,1526,111,823,0.22277057461401606,Medium Engagement,Both
2070428,18,female,1000.0,2493,888,511,1804,0.2226939586855981,Medium Engagement,Mobile
1814579,81,female,1289.0,1786,1128,1938,680,0.22268908009593125,Medium Engagement,Mobile
1878691,17,female,666.0,2204,1431,1114,1221,0.22262028462168093,Medium Engagement,Mobile
1906328,17,male,840.0,2091,1368,1188,871,0.22247750927582324,Medium Engagement,Both
2057051,18,female,391.0,2259,1415,1083,15731,0.22236345268997845,Medium Engagement,Mobile
1535023,19,male,222.0,3847,259,278,2145,0.22232360281843605,Medium Engagement,Web
1056622,74,female,1849.0,2123,422,662,583,0.22225223408996753,Medium Engagement,Mobile
1360039,68,female,847.0,2683,423,3008,1442,0.22219972958178225,Medium Engagement,Mobile
1843566,17,female,949.0,2697,700,435,3165,0.22197986748631168,Medium Engagement,Mobile
1737135,15,female,387.0,2434,1025,2158,17066,0.2218209745333098,Medium Engagement,Mobile
2096613,108,female,1964.0,1991,535,90,255,0.2216911291997214,Medium Engagement,Mobile
1550901,80,male,1285.0,1952,1201,374,47,0.22150953774122234,Medium Engagement,Web
2022668,16,male,804.0,2072,1498,626,565,0.22135605672947173,Medium Engagement,Both
1671000,16,female,914.0,2469,1001,468,216,0.22126084870466797,Medium Engagement,Web
1894934,17,male,1575.0,1932,848,470,4199,0.22125894858433365,Medium Engagement,Web
1631890,20,male,1375.0,2016,1097,6,21,0.22109012145605056,Medium Engagement,Mobile
1449449,23,male,1767.0,1715,791,1304,1251,0.22104838358651602,Medium Engagement,Mobile
1947946,20,female,528.0,2016,803,5407,15036,0.22094033256589454,Medium Engagement,Web
1129308,108,male,1466.0,1612,1429,3,21,0.22092196664304048,Medium Engagement,Web
1400821,97,male,1461.0,1936,953,724,1337,0.2209136179855322,Medium Engagement,Both
1398154,14,female,196.0,3280,836,461,1224,0.2208875543579073,Medium Engagement,Mobile
1842822,17,female,414.0,2275,1626,821,607,0.22079117314076754,Medium Engagement,Both
1979634,46,female,1968.0,1174,962,2404,2003,0.22077007486593828,Medium Engagement,Mobile
1019379,22,female,1489.0,2185,674,704,641,0.2207388777555766,Medium Engagement,Web
1112008,20,female,1591.0,1855,744,1689,1416,0.22067193481532732,Medium Engagement,Mobile
1636420,19,female,129.0,4181,27,31,673,0.22054941971213612,Medium Engagement,Mobile
1914375,100,male,2321.0,1305,782,650,573,0.2205387610135109,Medium Engagement,Mobile
1000764,17,female,547.0,2217,1638,300,172,0.22029783462691746,Medium Engagement,Web
1053086,50,male,1525.0,1528,786,3469,5263,0.22006208620984918,Medium Engagement,Both
1647904,17,male,1264.0,1846,1078,1637,1068,0.2200279653378714,Medium Engagement,Both
2165949,18,female,1368.0,1807,856,2407,2911,0.2198468813931076,Medium Engagement,Both
2104503,67,female,1143.0,751,347,13622,2299,0.2197583669019775,Medium Engagement,Web
1566502,20,male,1021.0,1862,1562,97,211,0.21966582237662083,Medium Engagement,Both
1110109,100,male,751.0,1947,1154,3447,2087,0.21950697588256998,Medium Engagement,Mobile
1755863,21,female,1514.0,2190,734,38,275,0.21949849235421975,Medium Engagement,Mobile
1640650,18,female,1581.0,1940,897,156,1151,0.21948201868637085,Medium Engagement,Both
1342941,25,male,1054.0,1784,1160,2641,1909,0.21944241854424254,Medium Engagement,Mobile
1742536,14,female,246.0,2424,1728,128,159,0.21938991358635512,Medium Engagement,Mobile
2187950,23,male,422.0,2072,1919,78,841,0.21926708211577078,Medium Engagement,Mobile
1806696,15,female,448.0,1307,855,10803,5454,0.21926283319043627,Medium Engagement,Web
1561009,18,female,404.0,2973,979,137,240,0.21880448590242718,Medium Engagement,Mobile
2004258,18,male,721.0,1905,1810,7,2,0.21860593669319855,Medium Engagement,Web
1748468,20,female,1486.0,1182,553,7156,5026,0.21856681901994035,Medium Engagement,Web
1982338,23,male,826.0,2245,1299,285,149,0.2185539186235963,Medium Engagement,Mobile
1008202,55,male,1700.0,2062,645,166,197,0.21855095344647962,Medium Engagement,Mobile
1046916,22,male,611.0,3627,62,41,2372,0.21851874996510104,Medium Engagement,Mobile
1190211,103,female,1026.0,2449,928,1,185,0.21833084239197043,Medium Engagement,Web
1011849,54,female,1813.0,1707,736,989,2069,0.21830332586669268,Medium Engagement,Web
1132823,94,female,2283.0,1825,333,31,6,0.21809540914933526,Medium Engagement,Web
1661090,68,female,609.0,3478,252,2,31,0.2179234002170393,Medium Engagement,Mobile
2051909,25,male,533.0,1913,1726,1474,207,0.2178154783391079,Medium Engagement,Mobile
1541316,19,male,709.0,2180,1506,15,539,0.2178006539382605,Medium Engagement,Mobile
1990873,20,female,837.0,3079,280,768,2140,0.21762369079099628,Medium Engagement,Mobile
1991549,94,male,1351.0,2203,799,301,282,0.21760667921905746,Medium Engagement,Web
1742615,17,male,312.0,2354,1582,679,1805,0.217591575532328,Medium Engagement,Both
2038115,108,female,2042.0,1706,645,234,107,0.21728801211230536,Medium Engagement,Web
1444475,19,male,1107.0,1764,1460,466,786,0.2172552229999034,Medium Engagement,Mobile
1565995,20,female,659.0,2007,1095,3817,644,0.21715210613212702,Medium Engagement,Web
1814645,43,female,2276.0,1238,717,1097,2825,0.2171334938123865,Medium Engagement,Web
1229350,17,male,438.0,2193,1754,16,66,0.21712573429947332,Medium Engagement,Mobile
1387095,108,female,2119.0,1627,682,23,106,0.21706015661824746,Medium Engagement,Mobile
2163894,17,male,616.0,2410,1329,122,26,0.21695337161753822,Medium Engagement,Mobile
1122346,23,female,1690.0,2177,353,927,1483,0.21686615130186726,Medium Engagement,Both
2147027,16,female,503.0,3630,161,46,380,0.2168027467851813,Medium Engagement,Mobile
1947458,63,male,901.0,1713,1327,2652,1719,0.21652762034533887,Medium Engagement,Web
2140658,18,female,321.0,2998,865,577,3391,0.216523053766523,Medium Engagement,Mobile
1778029,15,female,241.0,3532,269,1202,3676,0.21624943691029766,Medium Engagement,Mobile
1798537,19,female,1012.0,1591,1222,3285,2274,0.2160354623171398,Medium Engagement,Both
1941125,41,male,418.0,3835,18,28,111,0.21590037990601713,Medium Engagement,Mobile
1601598,23,female,1567.0,2082,644,377,1512,0.2158502457748846,Medium Engagement,Web
2033393,57,male,1426.0,2064,882,22,146,0.21581144092884863,Medium Engagement,Web
1420712,24,male,616.0,1977,1770,53,153,0.21579621523372955,Medium Engagement,Both
1280902,17,female,440.0,2770,700,2041,4932,0.21550813264461632,Medium Engagement,Mobile
1399231,20,female,1619.0,1781,694,1047,7615,0.2154722538397006,Medium Engagement,Both
1126316,23,male,314.0,3637,281,154,1142,0.21536183662249248,Medium Engagement,Mobile
1077619,26,female,950.0,2832,145,1954,4671,0.21534895121007058,Medium Engagement,Mobile
2126255,20,female,1078.0,1795,1247,1210,3720,0.21533602201828134,Medium Engagement,Both
1095115,16,female,626.0,2148,1574,23,217,0.21530841044504467,Medium Engagement,Mobile
1447678,26,female,998.0,2136,1108,410,3124,0.21529326097211246,Medium Engagement,Mobile
1493471,45,male,1996.0,1323,743,1970,1524,0.21528168157250702,Medium Engagement,Both
1618800,106,male,1380.0,2160,806,87,7,0.215231679486505,Medium Engagement,Web
1092658,17,male,376.0,3513,359,172,208,0.21522026343572384,Medium Engagement,Mobile
1767134,15,female,628.0,2940,723,12,978,0.2150470230777159,Medium Engagement,Both
1844401,103,female,1403.0,2153,794,25,97,0.214971236749312,Medium Engagement,Mobile
1967496,15,female,109.0,3584,132,1966,7444,0.21494055403673112,Medium Engagement,Mobile
1107829,18,male,452.0,2587,1247,184,269,0.21482724757487728,Medium Engagement,Mobile
2038976,15,female,601.0,2811,883,43,486,0.21479810397965557,Medium Engagement,Mobile
1384750,23,female,885.0,2521,900,67,312,0.21452089423102988,Medium Engagement,Web
1285799,16,male,554.0,2344,1404,112,134,0.2142617707174979,Medium Engagement,Web
1286319,100,male,1694.0,1562,1079,127,413,0.2136739337047273,Medium Engagement,Mobile
1624397,80,male,1189.0,1700,1267,1123,499,0.21362195478357687,Medium Engagement,Mobile
1349381,85,male,1082.0,1954,1185,610,663,0.21348968845335042,Medium Engagement,Mobile
1154586,63,male,1371.0,1137,434,8301,3991,0.21337000723064736,Medium Engagement,Both
1261153,17,female,341.0,2554,1346,92,2102,0.2132959871206248,Medium Engagement,Mobile
1231484,15,male,535.0,2077,1697,22,75,0.2131739653293348,Medium Engagement,Both
1547768,92,female,1624.0,2022,619,350,114,0.2130350552497331,Medium Engagement,Web
1295056,21,male,1601.0,1806,892,161,314,0.21279055811761854,Medium Engagement,Web
1930344,23,female,767.0,2368,1148,34,275,0.21279045096979166,Medium Engagement,Web
1517807,17,female,394.0,2590,1240,245,486,0.21252217352891886,Medium Engagement,Web
1288301,51,female,1344.0,1466,1036,2863,1338,0.2124980208015755,Medium Engagement,Both
1082314,19,male,605.0,2111,1462,569,1637,0.21245655886044684,Medium Engagement,Both
2109614,23,female,473.0,1767,1446,3599,1827,0.21218592802115027,Medium Engagement,Both
1063247,19,female,826.0,2826,552,196,1280,0.21216332264251073,Medium Engagement,Mobile
1166773,17,male,1174.0,1974,1111,203,739,0.21214679166712203,Medium Engagement,Web
1646755,23,female,1755.0,1574,956,208,490,0.21196606078159347,Medium Engagement,Both
1550592,38,male,827.0,2542,825,305,1314,0.21185886331589343,Medium Engagement,Both
2000307,92,female,704.0,3380,131,26,47,0.21185005650764221,Medium Engagement,Both
1589512,103,female,1248.0,2843,158,2,164,0.21177716421294296,Medium Engagement,Mobile
1046097,103,female,1790.0,2295,197,7,113,0.21173158411720785,Medium Engagement,Web
1273463,24,male,557.0,2129,1590,4,231,0.21167791574951114,Medium Engagement,Mobile
1796383,108,male,1107.0,2653,410,499,378,0.2116752091138881,Medium Engagement,Mobile
1546098,18,male,1403.0,1779,1117,14,79,0.21146616187300638,Medium Engagement,Mobile
2080126,108,male,1468.0,1988,821,84,71,0.21145137835895436,Medium Engagement,Web
1447755,113,male,2323.0,1311,639,322,449,0.21133013227938113,Medium Engagement,Web
1686615,108,female,1143.0,2219,901,35,85,0.2111330632241086,Medium Engagement,Mobile
1849008,14,female,952.0,2858,305,514,2133,0.21107442584529135,Medium Engagement,Mobile
1229621,22,female,1264.0,1910,1109,0,4,0.21092133359237789,Medium Engagement,None
1465198,19,female,1590.0,1878,708,626,480,0.2108715745936658,Medium Engagement,Both
1816311,108,male,1001.0,1913,1336,157,139,0.21081539972362043,Medium Engagement,Mobile
1015766,19,female,547.0,2027,1316,2133,1357,0.21061524658015304,Medium Engagement,Mobile
1942303,18,male,892.0,1874,1501,22,191,0.21055414600514888,Medium Engagement,Mobile
1672543,28,female,2195.0,1386,449,1609,981,0.21051014692894765,Medium Engagement,Mobile
1993020,21,male,1262.0,1954,1050,0,0,0.21020961849706327,Medium Engagement,None
2180403,17,male,1179.0,1865,1122,446,1879,0.21018967770863498,Medium Engagement,Both
2118433,16,female,435.0,3600,114,100,206,0.21005836084311086,Medium Engagement,Mobile
2031089,16,male,615.0,2690,860,247,607,0.20992987730235593,Medium Engagement,Both
1839907,103,female,1691.0,2067,475,122,327,0.2099192548841491,Medium Engagement,Mobile
1828338,19,female,881.0,2969,353,0,2,0.20990949272025877,Medium Engagement,None
1946197,15,male,1079.0,1601,1286,1762,1229,0.2099034379208119,Medium Engagement,Web
1544577,15,female,650.0,2640,912,36,210,0.2095884112822792,Medium Engagement,Mobile
1166872,108,female,1231.0,1982,806,1285,1237,0.20955582680724544,Medium Engagement,Mobile
1569446,27,female,1540.0,1770,888,318,834,0.20950302820731279,Medium Engagement,Mobile
2179210,20,female,370.0,1837,740,6916,9643,0.209148818094788,Medium Engagement,Both
1606794,103,female,1517.0,1516,948,1651,964,0.20911746878469806,Medium Engagement,Mobile
1826225,102,female,2293.0,1314,607,355,729,0.20898172987629116,Medium Engagement,Mobile
1083223,23,male,1644.0,1369,1243,0,0,0.2080710159716377,Medium Engagement,None
2022131,16,male,743.0,2294,1157,6,0,0.2078865017590093,Medium Engagement,Mobile
2051379,44,female,1385.0,2066,41,2951,14625,0.2077800521235749,Medium Engagement,Mobile
1591857,24,female,797.0,2351,838,1054,1870,0.20774457399158264,Medium Engagement,Mobile
1224427,108,male,874.0,2473,814,136,2,0.20771932310846591,Medium Engagement,Mobile
2127347,16,female,734.0,2066,1388,16,699,0.20764164579440722,Medium Engagement,Mobile
1433922,99,male,2043.0,1266,873,427,207,0.20760930540980696,Medium Engagement,Web
1334136,17,female,562.0,3032,330,1166,1862,0.20746599379317815,Medium Engagement,Both
1745831,18,female,255.0,3318,545,21,183,0.20729069989880997,Medium Engagement,Mobile
1705454,17,male,1207.0,1717,1290,3,158,0.20727393562072766,Medium Engagement,Both
2095963,14,male,662.0,1911,1475,804,1205,0.2071922655694866,Medium Engagement,Mobile
1336182,21,male,1126.0,1649,1337,541,1057,0.20719178101485516,Medium Engagement,Both
1902600,58,male,399.0,2083,553,6236,7784,0.2071624960781087,Medium Engagement,Mobile
1109912,16,female,1027.0,1625,987,3330,1509,0.20690978563757523,Medium Engagement,Both
1301457,101,male,1067.0,1801,1324,55,64,0.2068327100417583,Medium Engagement,Mobile
1034148,17,female,499.0,1652,959,6267,3625,0.20671095609181075,Medium Engagement,Both
2136449,19,female,589.0,2576,766,1197,1616,0.20670061300385614,Medium Engagement,Both
1617206,15,female,821.0,1586,1090,2671,16936,0.20662027325188365,Medium Engagement,Both
2134916,74,male,1028.0,1304,708,7074,975,0.20660199883046165,Medium Engagement,Web
1723648,83,female,1781.0,2226,170,29,8,0.20658928397149512,Medium Engagement,Mobile
1344234,98,male,697.0,2668,644,814,299,0.20658651915350712,Medium Engagement,Web
1022065,19,male,1527.0,1597,1001,393,1236,0.20645534711114832,Medium Engagement,Both
1113088,103,female,560.0,1319,898,7674,10608,0.20632462756692663,Medium Engagement,Mobile
1902732,16,female,696.0,2524,751,935,1490,0.20626588806138196,Medium Engagement,Web
1815780,26,male,1546.0,1525,1040,536,477,0.2061469843847071,Medium Engagement,Mobile
1984081,20,male,766.0,1822,1594,2,0,0.20607532842302329,Medium Engagement,Mobile
1715584,27,female,2047.0,830,546,4599,4033,0.2060356800078176,Medium Engagement,Both
1421010,19,female,665.0,1893,1248,2112,1287,0.20594648115738912,Medium Engagement,Mobile
1044992,18,female,897.0,2564,599,431,684,0.2059348964496458,Medium Engagement,Mobile
1691605,19,male,727.0,1623,1217,3301,4734,0.2058112579437485,Medium Engagement,Web
1141239,24,female,217.0,2376,1442,487,1681,0.20578820362108025,Medium Engagement,Both
1727588,19,female,739.0,2182,1045,981,1835,0.20577295463171008,Medium Engagement,Web
1570692,14,female,816.0,1174,749,8326,5792,0.20550861212318278,Medium Engagement,Web
1123663,103,female,1470.0,1866,583,1369,1385,0.20510575009756862,Medium Engagement,Both
1845215,108,male,1711.0,1393,1052,201,165,0.2050005283350913,Medium Engagement,Mobile
1227765,17,female,911.0,1999,1135,599,393,0.20489600931990204,Medium Engagement,Web
2171280,21,female,629.0,3019,440,3,303,0.2048597562739575,Medium Engagement,Mobile
1842946,18,male,458.0,2159,1249,1525,1108,0.20479877879403094,Medium Engagement,Mobile
1847200,108,male,1262.0,1601,1247,349,90,0.20463985097921839,Medium Engagement,Both
1134094,108,male,1258.0,1527,1144,1370,756,0.20436164791933445,Medium Engagement,Mobile
1868869,14,female,445.0,1970,1397,1128,8581,0.20428276966795023,Medium Engagement,Web
1761089,16,female,587.0,2121,984,2308,3359,0.20420378345170903,Medium Engagement,Mobile
1364326,17,female,732.0,2712,522,588,1896,0.20402822919032315,Medium Engagement,Mobile
1202463,27,male,1369.0,1341,957,2878,1738,0.20395792381881273,Medium Engagement,Mobile
1501174,20,male,914.0,2434,711,184,1022,0.20384253997209523,Medium Engagement,Both
1223972,23,male,1435.0,1570,688,2682,1099,0.2037079022311531,Medium Engagement,Both
1076263,91,male,2205.0,1144,823,58,51,0.20368368645721674,Medium Engagement,Web
1953464,20,female,1693.0,1775,570,579,659,0.20366546548059328,Medium Engagement,Mobile
1286085,17,female,704.0,2449,860,460,639,0.20366532188656583,Medium Engagement,Mobile
1421193,43,female,766.0,2032,1253,344,529,0.20341099270311708,Medium Engagement,Web
1213463,52,female,679.0,2159,857,2219,2983,0.20340370403822208,Medium Engagement,Mobile
2137369,108,female,3129.0,720,282,421,439,0.20338450764809154,Medium Engagement,Both
1475295,90,male,1287.0,2474,336,2,12,0.2033765873597359,Medium Engagement,Web
1679726,103,male,1099.0,1733,1286,44,18,0.20295187019875907,Medium Engagement,Mobile
2015057,15,male,370.0,1981,1752,12,13,0.2029415325461091,Medium Engagement,Web
1359188,16,female,757.0,1938,1306,591,575,0.2027678102016585,Medium Engagement,Web
1477118,82,male,967.0,2825,257,60,119,0.20264072864194252,Medium Engagement,Mobile
1109689,108,female,1122.0,2731,207,27,52,0.20254677130533003,Medium Engagement,Web
1866809,20,female,763.0,1931,1021,2108,2481,0.2024860143364547,Medium Engagement,Mobile
2103193,15,male,1042.0,1266,905,5022,6168,0.2024818799749569,Medium Engagement,Both
1802541,100,female,2145.0,1016,984,108,31,0.20246961775746197,Medium Engagement,Mobile
1823425,18,female,1189.0,1912,918,418,1087,0.20237928444242684,Medium Engagement,Web
1345802,20,female,1532.0,1798,472,1562,3361,0.2023083644340831,Medium Engagement,Mobile
1477284,15,female,1188.0,1937,624,1513,6434,0.20222736567716396,Medium Engagement,Both
1472076,69,male,893.0,2125,470,3395,2486,0.2022115525194961,Medium Engagement,Web
1159082,17,female,728.0,2015,607,3922,5664,0.20198359623498863,Medium Engagement,Both
2033824,18,female,121.0,3704,133,98,932,0.2017918761650145,Medium Engagement,Mobile
1357973,20,male,1118.0,1799,1171,38,58,0.20164406488118802,Medium Engagement,Mobile
1272829,16,female,530.0,2883,615,17,54,0.20158938254799755,Medium Engagement,Mobile
1005210,18,female,667.0,1162,329,10762,11783,0.20149805326949066,Medium Engagement,Both
1601812,63,female,2159.0,1194,724,158,1919,0.20147344579679508,Medium Engagement,Mobile
1187594,21,female,1104.0,1388,774,4914,2192,0.20141299626138207,Medium Engagement,Mobile
2144524,17,female,151.0,3125,471,1071,5530,0.20140569794394855,Medium Engagement,Both
1431951,19,female,389.0,3003,398,1176,2256,0.2013895381812085,Medium Engagement,Both
1799374,53,female,1689.0,1168,1014,1261,2890,0.20121836443458951,Medium Engagement,Mobile
1938843,19,female,1586.0,1321,508,3569,7031,0.20119838702276213,Medium Engagement,Web
1038391,19,male,415.0,2054,1060,2403,8753,0.20113701853181573,Medium Engagement,Mobile
1204210,17,male,1100.0,1651,1243,530,461,0.20097026013702643,Medium Engagement,Both
1598252,29,female,2112.0,1226,530,1431,969,0.20090116124423768,Medium Engagement,Mobile
1508074,14,male,169.0,3311,493,98,109,0.20087259888086165,Medium Engagement,Mobile
1897311,18,female,138.0,3348,480,105,285,0.2008332745111657,Medium Engagement,Mobile
2086393,23,female,845.0,2674,494,59,196,0.20063197658075302,Medium Engagement,Mobile
2006079,100,male,1728.0,1776,540,201,111,0.20051063879661923,Medium Engagement,Both
1746435,19,female,686.0,1938,1357,435,424,0.20047829499200925,Medium Engagement,Mobile
1971818,14,female,171.0,2173,1365,1265,7702,0.2003718811862901,Medium Engagement,Web
1110352,42,female,1725.0,1243,1025,586,884,0.2003660634392117,Medium Engagement,Both
1446905,102,female,2244.0,1345,483,80,959,0.20021574430910194,Medium Engagement,Web
2068981,20,male,565.0,1927,1556,12,1,0.20004890849344742,Medium Engagement,Web
1607466,57,female,1726.0,1208,797,2103,1319,0.20004805310637247,Medium Engagement,Mobile
1671192,108,male,1568.0,1481,1012,114,101,0.19996353122405816,Low Engagement,Mobile
1248835,14,female,460.0,2611,656,1551,1781,0.19995054357735323,Low Engagement,Mobile
1843796,24,male,1411.0,1632,1012,65,131,0.19976193444577262,Low Engagement,Mobile
1468023,23,female,416.0,2560,185,4506,6516,0.1996875369730265,Low Engagement,Mobile
1171228,103,female,816.0,1978,1158,406,1466,0.19968438984677434,Low Engagement,Mobile
1518354,22,female,301.0,2553,699,2148,6220,0.19963636885643748,Low Engagement,Web
1036376,95,female,2630.0,909,535,227,157,0.19958649639865184,Low Engagement,Mobile
1943044,16,female,785.0,2339,802,446,1046,0.19935086600368995,Low Engagement,Mobile
1770193,17,female,752.0,2040,608,3674,1529,0.19930684938177748,Low Engagement,Web
1533828,21,female,793.0,1753,1090,2314,1724,0.19927158010293033,Low Engagement,Web
1130147,103,male,1210.0,1965,856,0,4,0.19892348164231655,Low Engagement,None
1043082,18,female,356.0,1958,957,3981,5968,0.19890723782999647,Low Engagement,Mobile
1175643,18,female,1550.0,1676,767,297,407,0.19887339331295842,Low Engagement,Both
2192435,17,female,664.0,2517,508,1542,3212,0.19880654479099896,Low Engagement,Mobile
1260745,19,male,278.0,2931,725,165,470,0.19879104913302093,Low Engagement,Web
1869228,14,female,191.0,2199,1410,1083,1579,0.19868176817638705,Low Engagement,Mobile
1236937,108,female,1064.0,2746,169,2,43,0.19849693454111053,Low Engagement,Web
2089923,48,male,2178.0,1263,618,28,242,0.19845001807618146,Low Engagement,Web
1286228,112,male,1372.0,1621,1017,166,131,0.1983854222028823,Low Engagement,Mobile
1654139,18,female,793.0,1944,1193,488,291,0.19830130959926812,Low Engagement,Mobile
1189003,19,female,583.0,2661,708,103,294,0.19820556771942927,Low Engagement,Both
1087168,18,male,514.0,1557,1132,4750,2497,0.19800680135857066,Low Engagement,Mobile
1708950,20,female,850.0,2387,566,874,2374,0.19793024908993012,Low Engagement,Both
1567592,18,female,425.0,2966,448,662,65,0.19787253872634128,Low Engagement,Mobile
1039734,108,male,1460.0,1264,1114,1218,482,0.19779042153936954,Low Engagement,Mobile
2088893,15,female,442.0,1859,1187,2906,2356,0.19776207733074608,Low Engagement,Both
1172044,18,female,239.0,2227,1144,1201,10905,0.19764034906456934,Low Engagement,Mobile
1919096,19,female,467.0,2640,792,302,245,0.19719747543902735,Low Engagement,Web
2119521,74,,1998.0,1609,348,313,834,0.19711147090169012,Low Engagement,Both
2052324,23,male,427.0,1519,1339,3874,5216,0.19701498768275202,Low Engagement,Mobile
2094705,103,male,1488.0,1908,600,5,9,0.19700183002723562,Low Engagement,Web
1729635,103,male,1002.0,1766,497,4189,2625,0.1969229077597363,Low Engagement,Web
2159482,68,female,1554.0,1822,618,23,57,0.1968372881510166,Low Engagement,Mobile
1604624,70,female,1977.0,1320,711,97,315,0.19683349826781055,Low Engagement,Mobile
1815162,47,female,2084.0,665,485,4520,5218,0.196758861184057,Low Engagement,Both
1737792,21,male,1242.0,1516,1230,61,264,0.19638661289351045,Low Engagement,Mobile
1928393,91,male,1225.0,1570,1201,9,38,0.19632965813148445,Low Engagement,Mobile
1133782,18,male,741.0,1865,1370,0,44,0.19627125927576822,Low Engagement,None
1696272,18,female,484.0,2086,1391,2,25,0.1962280040598515,Low Engagement,Mobile
1846661,23,female,503.0,1802,1668,1,36,0.19608302017017948,Low Engagement,Mobile
1634378,15,female,614.0,3126,158,7,333,0.19602143724431348,Low Engagement,Mobile
1668308,68,female,377.0,2772,454,1740,1718,0.1958682634868052,Low Engagement,Both
2166577,103,male,2716.0,794,524,36,239,0.1958668045980877,Low Engagement,Mobile
1799416,85,female,2469.0,1002,538,95,97,0.1956632066935593,Low Engagement,Both
2147402,102,female,1310.0,1701,938,149,225,0.19560909487976494,Low Engagement,Mobile
